DAY_TYPE,TIME_PER_HOUR,START,END,TOTAL_TRIPS,COUNT,CROWDEDNESS,START_NAME,END_NAME
WEEKDAY,0.0,NE11,NE12,585.0,415.78780073091184,0.0,Woodleigh,Serangoon
WEEKDAY,0.0,NE12,CC13,64.0,21.26064685228772,0.0,Serangoon,Serangoon
WEEKDAY,0.0,NE12,NE11,25.0,14.96171310629515,0.0,Serangoon,Woodleigh
WEEKDAY,0.0,NE12,NE13,587.0,483.0,0.0,Serangoon,Kovan
WEEKDAY,0.0,NE13,NE12,4.0,2.0,0.0,Kovan,Serangoon
WEEKDAY,0.0,NE13,NE14,611.0,497.0,0.0,Kovan,Hougang
WEEKDAY,0.0,NE14,NE13,4.0,2.0,0.0,Hougang,Kovan
WEEKDAY,0.0,NE14,NE15,655.0,514.0,0.0,Hougang,Buangkok
WEEKDAY,0.0,NE15,NE14,4.0,2.0,0.0,Buangkok,Hougang
WEEKDAY,0.0,NE15,NE16,628.0,472.0,0.0,Buangkok,Sengkang
WEEKDAY,0.0,NE16,NE15,4.0,2.0,0.0,Sengkang,Buangkok
WEEKDAY,0.0,NE16,NE17,371.0,270.0,0.0,Sengkang,Punggol
WEEKDAY,0.0,NE16,STC,159.0,83.0,1.0,Sengkang,Sengkang
WEEKDAY,0.0,NE17,NE16,1.0,1.0,0.0,Punggol,Sengkang
WEEKDAY,0.0,NE17,PTC,210.0,116.0,1.0,Punggol,Punggol
WEEKDAY,0.0,NE3,EW16,7.0,0.6454545454545454,0.0,Outram Park,Outram Park
WEEKDAY,0.0,NE3,NE1,21.0,8.444444444444443,0.0,Outram Park,HarbourFront
WEEKDAY,0.0,NE3,NE4,75.0,17.85298557651499,0.0,Outram Park,Chinatown
WEEKDAY,0.0,NE3,TE17,7.0,0.9174093879976233,0.0,Outram Park,Outram Park
WEEKDAY,0.0,NE4,DT19,21.0,1.5128978864272982,0.0,Chinatown,Chinatown
WEEKDAY,0.0,NE4,NE3,26.0,8.658823529411764,0.0,Chinatown,Outram Park
WEEKDAY,0.0,NE4,NE5,284.0,60.6028894881062,0.0,Chinatown,Clarke Quay
WEEKDAY,0.0,NE5,NE4,20.0,7.433333333333333,0.0,Clarke Quay,Chinatown
WEEKDAY,0.0,NE5,NE6,335.0,97.16955615477286,0.0,Clarke Quay,Dhoby Ghaut
WEEKDAY,0.0,NE6,NE5,14.0,6.999999999999999,0.0,Dhoby Ghaut,Clarke Quay
WEEKDAY,0.0,NE6,NE7,587.0,187.16401894882512,0.0,Dhoby Ghaut,Little India
WEEKDAY,0.0,NE6,NS24,63.0,9.775344612960712,0.0,Dhoby Ghaut,Dhoby Ghaut
